"","X","text","stance","sentiment","balanced_train","vader_scores","vader_rep"
"10579",10579,"Every 10 days we will take action on an issue we all care about, starting today #WomensMarch https://t.co/CDrpxvPp3w",1,1,0,0.4939,0.494
"10580",10580,"Wish you a speedy recovery! We will have a lot of work to do! https://t.co/dJWTWHC20c",1,1,0,0.508,0.508
"10581",10581,"the @womensmarch seattle saturday 10am. let’s go. https://t.co/0UYQQvSx0B #seeyouatthemarch",1,1,0,0,0
"10582",10582,"RT @aunt_chan: Unprecedented turnout 4 #womensmarch Must persist if u believe policy effects playing field. #diversityandinclusion https://…",1,1,0,0.2023,0.202
"10583",10583,"@thehill @realDonaldTrump are you sure 3 mil people didn't vote? Check the popular vote for them #WomensMarchOnWashington #WomensMarch",1,0,0,0.6249,0.625
"10584",10584,"RT @DeRozenDontCare: If women never marched you would never have had the platform you currently have to spread your useless opinions Tommy😒…",1,0,0,-0.4215,-0.421
"10585",10585,"#NationalHuggingDay and #WomensMarch  I ship it",1,1,0,0,0
"10586",10586,"@PartnershipVibe @MarieAnneLeCler @womensmarch Now this thanks :--&gt;!*!!**

https://t.co/xJf0NeQIJw",1,1,0,0.6429,0.707
"10587",10587,"It's sad that women feel like they've had to be in hiding over the Obama years. I'm glad Trump is making them comfortable to be in public. https://t.co/KdzkOsh31g",0,1,1,0.5423,0.542
"10588",10588,"RT @AlicePoet: WORD. #disability https://t.co/XpMkQFy0Fj",1,1,0,0,0
"10589",10589,"Awww omg 😍😭😭😭😭 https://t.co/Pzib4XPBz9",1,1,0,-0.8555,0
"10590",10590,"RT @hillarylmcbride: One of my favorites from today's #WomensMarch in #Vancouver #feminism https://t.co/tFWzQxLfx1",1,1,0,0.4215,0.421
"10591",10591,"Friday reminded me of how crushed we were when Prince died. 
Today Beyoncé busted out with Lemonade. 
#WomensMarch https://t.co/pcWSK2ZdJx",1,0,0,-0.7506,-0.751
"10592",10592,"RT @haaretzcom: Putting aside Israeli-Palestinian conflict, Jewish and Muslim feminist unite to pray with their feet #WomensMarch  https://…",1,1,1,0,0
"10593",10593,"Austin, Texas!! https://t.co/zdeia2Cw30",1,1,0,0,0
"10594",10594,".@MMFlint Thank you thank you thank you. Loved marching in #WomensMarch in Oakland, CA.",1,1,0,0.886,0.886
"10595",10595,"RT @DrJacqueBaxter: Women’s March On London starts Midday at The US Embassy &amp; rally in Trafalgar Square 2:00 – 3:30pm. Join in #WomensMarch…",1,1,0,0.296,0.296
"10596",10596,"From my friend who attended the #WomensMarch in Lubbock, TX #Indivisible #TheResistance #UniteBlue https://t.co/gdO0dBJCd6",1,1,0,0.7531,0.753
"10597",10597,"RT @anildash: Prince was a presence at #WomensMarch across the country. Kind of reassuring. https://t.co/UfCJGx4NRO",1,1,0,0.3415,0.341
"10598",10598,"@JoyAnnReid He is disgusting. #WomensMarch",1,0,0,-0.5267,-0.527
"10599",10599,"women's rights are human rights. #womensmarch",1,1,0,0,0
"10600",10600,"RT @Folkways: Listen to Women's Liberation, a playlist on women's rights in  recognition of the @womensmarch on Washington. https://t.co/ye…",1,1,1,0,0
"10601",10601,"RT @jcimorelli: Literally everything on my social feed is about #WomensMarch 😍 I love the bubble I live in so much!!!",1,1,1,0.8433,0.725
"10602",10602,"Seeing so many proud women at #WomensMarch all across the country fills my heart with so. much. stinking. hope. 🇺🇸",1,1,0,0.7951,0.434
"10603",10603,"RT @52fairway: Most hated US president EVER @PresidentTrump_ @seanspicer @SpeakerRyan @SenateMajLdr @KellyannePolls @CNN @MSNBC https://t.c…",1,0,0,-0.6697,-0.67
"10604",10604,"Scrolling through images of the #womensmarch is awe-inspiring. Hope it brought joy",1,1,0,0.7717,0.772
"10605",10605,"My thoughts on the Women's March statement:  
https://t.co/wZahbNaU2o https://t.co/3FZJ8oST1h",1,1,0,0,0
"10606",10606,"Inspiring to see so many posts about #WomensMarch music unites us and we stand together ✌🏻 #women #MarchOnWashington #music",1,1,1,0.7184,0.421
"10607",10607,"Retweeted Zvi Lando (@zlando):

When #WomensMarch co-chair (Palestinian Linda Sarsour) tried to bury a movie... https://t.co/UQfixAG2bF",1,0,0,0,0
"10608",10608,"RT @Emma__Kat: More pics of philly today 😄 @womensmarch #WomensMarch #WMWArt ""history has its eyes on you"" https://t.co/kBQJ6Bsf5y",1,1,0,0.6705,0
"10609",10609,"RT @AwkwardCeleb: Went to the #WomensMarch in Lansing, Michigan today. Beautiful people protesting peacefully. @MarchOnLansing https://t.co…",1,1,1,0.6705,0.67
"10610",10610,"RT @Alex_Verbeek: 🌎 

Women hate Donald Trump so much they are even marching against him in Antarctica 

https://t.co/johMaG7WMa #WomensMar…",1,0,0,-0.5719,-0.572
"10611",10611,"feminist (n.) a the person who believes in the social, political, and economic equality of the sexes. pass it on. #WomensMarch https://t.co/obWZtm7slG",1,1,0,0,0
"10612",10612,"#WomensMarch against Donald Trump around the world in pictures  https://t.co/NhCwHjqxhV",1,0,0,0,0
"10613",10613,"Trayvon Martin’s mother: “It doesn’t matter who the president is, we’re going to continue to fight.” #WomensMarch https://t.co/HtltL37zBN https://t.co/7eBL9OChSI",1,0,0,0.0258,-0.361
"10614",10614,"RT @HillaryClinton: I stand w/ Nora Harren, a 17-year  from Boise, ID, &amp; every person marching for our values today. Onward! ✊✊🏾✊🏽✨ #Womens…",1,1,1,0.6476,0.457
"10615",10615,"@SenSanders It looks like more people showed up than for the inauguration. We stand united, not divided. #WomensMarch #ResistTrump",1,1,0,0.6486,0.649
"10616",10616,"RT @NRDC: ""Climate change, in this case, is also a reproductive justice issue."" —@experrinment

@womensmarch #WomensMarch #WhyIMarch https:…",1,1,0,0.5267,0.527
"10617",10617,"[ TFW you just can't delete or correct an inaccurate tweet because clicks. ] https://t.co/nJBSc4S2V3",1,0,0,0,0
"10618",10618,"Yes @realDonaldTrump EVEN IN ANTARCTICA ! You're dark vision of America &amp; the World has united everyone, everywhere against...YOU ! https://t.co/9AZ4kv1uSF",1,1,0,0.7955,0.795
"10619",10619,"Wish I could have made it to the #WomensMarch in Cleveland! March on! Resist!",1,1,0,0.5538,0.554
"10620",10620,"RT @USA_Jedi: #WomensMarch funders @CAIRNational  in action. https://t.co/PdVmuUwSlV",1,1,0,0,0
"10621",10621,"RT @nonunadimeno: In this moment in Rome
Pantheon square is connected with the #WomensMarch in the US
Bash the fash https://t.co/ApUY1XKIss",1,1,0,0,0
"10622",10622,"RT @marissadraws: #WomensMarch in Portland https://t.co/t9bxiAqtWi",1,1,0,0,0
"10623",10623,"RT @RobbinsCalli: I'm a proud woman,my diversity is my power,my power is love,love is respect 🏳️‍🌈💕#WomensMarch #loveislove https://t.co/74…",1,1,0,0.7351,0.735
"10624",10624,"Does anyone know who took the original pic of Leia's eyes over the ""History has its eyes on you""?  I want a fucking huge print #WomensMarch",1,1,0,0.6361,0.636
"10625",10625,"RT @behindyourback: A small handful of more signs from DC #WomensMarch https://t.co/JAiPnUJTJZ",1,1,0,0,0
"10626",10626,"RT @KenjiGi: Preach it, sista! #WomensMarch https://t.co/AoiDfb4gvK",1,1,0,0,0
"10627",10627,"RT @XANAXDREAMS: At the #womensmarch in #downtownla https://t.co/rut6btCUwT",1,1,0,0,0
"10628",10628,"Fav poster of today's #RenoWomensMarch #WomensMarch @ThisIsReno https://t.co/ufxmoNMik3",1,1,1,0.4588,0.494
"10629",10629,"Interesting facts about #WomensMarch, want Government to pay cost of women's right to kill children in the womb at any time up to birth ... https://t.co/xTYW5UbKVL",0,0,1,-0.4767,-0.477
"10630",10630,"RT @celestexlup: women's rights are human rights 🚺💕💛✨ #womensmarchla #WomensMarch https://t.co/isaTmMUPjb",1,1,0,0.8957,0
"10631",10631,"@wsoctv This is why we march! #whyIMarch #WomensMarch #cltmarch",1,1,0,0,0
"10632",10632,"Nasty Woman. #womensmarch #nyc #protest #resist @ Midtown Manhattan https://t.co/RVrUkjzI2e",1,1,0,-0.6808,-0.681
"10633",10633,"RT @beatonna: these #WomensMarch pictures are making me so full of hope and pride",1,1,0,0.6771,0.677
"10634",10634,"#WomensMarch Boston https://t.co/0TjEDkEqBc",1,1,0,0,0
"10635",10635,"Having seen photos from the #WomensMarch my conclusion is that a lot of them would benefit from doing it on a more regular basis.",0,1,1,0.4588,0.459
"10636",10636,"I love this art piece. https://t.co/PeFzYynV0Q",1,1,0,0.6369,0.637
"10637",10637,"Demi Lovato speaking at the #WomensMarch in Los Angeles at https://t.co/ThsS9ZsFFE",1,1,0,0,0
"10638",10638,"RT @TheDasKaput: my wife knitted 20 #pussyhatproject #pussyhat hats that are at the #WomensMarch in DC https://t.co/OBRaX0EjfI",1,1,0,0,0
"10639",10639,"A few of my favs from #WomensMarch NYC https://t.co/r5PwGIsM1U",1,1,0,0,0
"10640",10640,"#WomensMarch on #Washington schedule: time, lineup, and what to expect https://t.co/m3QvzPBMT8 via @voxdotcom",1,1,0,0,0
"10641",10641,"Excuse me @KaiHibbard: What does @eksymons being white have to do with her argument? Why a bigotry of intolerance against her? @womensmarch",1,0,1,-0.3736,-0.374
"10642",10642,"#WomensMarch goes global. See photos from across the US + the world at https://t.co/rtjHn31EAf by #NancySinatra via @c0nvey",1,1,0,0,0
"10643",10643,"RT @jerryjamesstone: Seeing the #WomensMarch is what the inauguration would look like if Hillary won.",1,1,0,0.7351,0.735
"10644",10644,"RT @yodifiji: I have a dream of a world where standing for rights as a #woman doesn't label me #feminist just #human #womensmarch https://t…",1,1,0,0.25,0.25
"10645",10645,"@VanJones68 @cnn @maddow  @TamronMSNBC Cover more #WomensMarch outside of major cities with celebrities. Don't be so lazy! #Popthebubble",1,0,0,-0.5474,0.386
"10646",10646,"That's the real work https://t.co/XNZa12VKt6",1,1,0,0,0
"10647",10647,"It is also the country that, when presented with @realDonaldTrump, responded with, and inspired internationally #WomensMarch https://t.co/qTnkFNWVcJ",1,1,0,0.4939,0.494
"10648",10648,"RT @ClassicButerax: #WomensMarch the parents who brought their little girls out there got me in my emotions those kids are growing up well",1,1,0,0.4215,0.421
"10649",10649,"Chills https://t.co/ya7C4SEgZG",1,0,0,0,0
"10650",10650,"RT @youreglory: THESE. SIGNS. #WomensMarch https://t.co/T9QytASjuL",1,0,0,0,0
"10651",10651,"RT @SURJColumbusOH: Photos from today's #WomensMarch #ColumbusWomensMarch in Columbus, Ohio. #organizeCBUS. 📷: @cbusunited https://t.co/xLl…",1,1,0,0,0
"10652",10652,"It will for the next election cycle #MidTermElection2018 https://t.co/ga2Px5zADD",1,1,1,0,0
"10653",10653,"RT @bob_mayberry: Looks like you were right @apurposefulwife https://t.co/kcUEDvt26J",1,1,0,0.3612,0.361
"10654",10654,"Not for this #WomensMarch because they decided to ban those who are pro life. 🖕🏼",0,0,1,-0.5574,-0.557
"10655",10655,"RT @TheresaMechele: #WomensMarch #nastywoman #MarchForLife It is a crime against humanity to use abortion as birth control. I stand for the…",0,0,1,-0.5423,-0.542
"10656",10656,"United we stand. 👊🏼👊🏼👊🏼 #womensmarch #resistance #equality @ Paris, France https://t.co/N18WlyTCQc",1,1,0,0.4215,0.421
"10657",10657,"RT @glcareaga: #WomensMarch Women together can move the world. Las mujeres juntas moveremos el mundo. @Jacquie_LHoist  @MarthaTagle @ahaasp…",1,1,0,0,0
"10658",10658,"RT @Michael_Shank: Virtual marches work. 
Flood the phones. 

(I can attest, when with @RepMikeHonda)

They work. 
Cause a crisis. 

@MMFli…",1,1,1,-0.6249,-0.625
"10659",10659,"love her https://t.co/JfOKnFS5Td",1,1,0,0.6369,0.637
"10660",10660,"😳 Cant decide if I should pity him cuz his Fem Nazi (my body my bush) girl modeled for this sign or send him my weedwhacker  #WomensMarch https://t.co/sA85Qq9ern",0,0,1,-0.296,-0.296
"10661",10661,"Ha! So true! https://t.co/lvtuleI1qD",1,1,0,0.5686,0.725
"10662",10662,"RT @MarinaLevine: @lachristygreen @nytimes he buried humility but awoke sleeping giant of #resistance #WomensMarch #mall was packed but so…",1,0,0,0,0
"10663",10663,"RT @kdeleon: 750,000 Strong @LA's #WomensMarch! We Are Stronger Together! We Are One Nation! We refuse to regress to the politics of misogy…",1,1,1,0.6784,0.678
"10664",10664,"RT @FredrickDoss: We have crowd scientists? Lol https://t.co/gG2xQnDanf",1,1,0,0.4215,0.519
"10665",10665,"This Tweet from @jlfleite has been withheld in: United States.",1,0,0,0.4215,0.421
"10666",10666,"RT @soniamoghe: #WomensMarch in Boston right now https://t.co/d0TTGJZgQC",1,1,0,0,0
"10667",10667,"RT @PMgeezer: If you think this can't happen in the United States, think again! It's happening in Europe RIGHT NOW!
#WomensMarch
 https://t…",1,0,1,0.5242,0.524
"10668",10668,"RT @jlpesce: 2/ Some compared #WomensMarch to mobilizations in ex-Soviet states. Zero consideration for propagation of false info/hysteria…",1,0,0,0,0
"10669",10669,"LIVE! #SeeMeWithThemTinyHands glove 4 #Inauguration #WomensMarch #WomensMarchOnWashington @TATIANNANOW @RuPaulsDragRace @WorldOfWonder https://t.co/VqYeQvVafw",1,1,0,0,0
"10670",10670,"RT @prochoiceAL: Yes! @womensmarch needs to make itself accountable for this. Bodily autonomy is a primary condition of #reprojustice and #…",1,0,1,0.4574,0.457
"10671",10671,"RT @womensmarch: Meet @mrinhearts, National State Coordinator/Illinois State Lead for the Women’s March on Washington https://t.co/YmhmwSxL…",1,1,0,0,0
"10672",10672,"#WomensMarch #MillionWomanMarch in a nutshell... https://t.co/4UpNbJ04Nf",1,1,0,0,0
"10673",10673,"RT @amcteirnan: Big FY to #presidentTrump from Berlin #WomensMarch https://t.co/Wg5D51efi0",1,1,0,0,0
"10674",10674,"RT @PasteMagazine: Some people called this ""fake news"" too. #WomensMarch #WontBackDown #WomensRightsAreHumanRights https://t.co/qaGMZwx5Wn",1,0,0,-0.561,-0.477
"10675",10675,"Philadelphia Freedom #WomensMarch #nosidelines https://t.co/c8JxBFVoHs",1,1,0,0.6369,0.637
"10676",10676,"RT @Andrea_Raffle: Senator, you know that's a law already or at least you should know that. https://t.co/YKiIF3yso7",1,1,0,0,0
"10677",10677,"Maybe path to goal seems missing to some but I'm moved to tears today. This is a fight for truth #WomensMarch",1,0,0,-0.5267,-0.527
"10678",10678,"It sure looks like more people showed up for the #WomensMarch than inauguration https://t.co/hZx0KYVxWl ... by #MsVivicaFox via @c0nvey",1,1,0,0.5859,0.586
"10679",10679,"Heroes on and off screen. Thank you for all you do and for setting such a great example of love and equality. &lt;3 @dpanabaker https://t.co/cdWHsWXyhB",1,1,0,0.9337,0.934
"10680",10680,"😭😭😭😭 I love her so much 😭😭😭 https://t.co/8qwSId4y8s",1,1,0,-0.9498,0.637
"10681",10681,"RT @s3jauregui: So much respect for those marching today. Never stop fighting for what's right 👊🏼👊🏼 #WomensMarch",1,1,0,0.7489,0.749
"10682",10682,"...... What??? Who TF are you?? https://t.co/1rr8f675tz",1,0,0,0,0
"10683",10683,"TERF https://t.co/wHXS3ug6oy",1,1,0,0,0
"10684",10684,"RT @TheMarkRomano: #WomensMarch..... The Ugly, Bitter and Irrelevant.

This is going to be fun to watch!

https://t.co/buUnAKjkuz",1,1,0,-0.4753,-0.475
"10685",10685,"My favorite chant from the #WomensMarch - 'We want a leader and not a creepy tweeter.'",1,0,0,0.5106,0.511
"10686",10686,"#WomensMarch live on cspan .@RepChuck .@tncitizenaction https://t.co/9RSvauZvvj https://t.co/gR1QpPKkjp",1,1,0,0,0
"10687",10687,"RT @emeryjuliette1: African ladies #Nairobi United across the globe with women who rock #WomensMarch  #womensmarchlondon https://t.co/gqhc2…",1,1,0,0.4215,0.421
"10688",10688,"Right on! #WomensMarch #imwithher #FeelTheBern #OurRevolution #resist #Resistance https://t.co/5j8p5c8bvg",1,1,1,0,0
"10689",10689,"Some interesting signs today in DC. #WomensMarch https://t.co/ekHAozu8bF",1,1,0,0.4019,0.402
"10690",10690,"Seeing so much solidarity from my own personal network as well as many, MANY more really warms my heart #womensmarch",1,1,0,0.8937,0.739
"10691",10691,"RT @NekoCase: Organizers at @womensmarch just changed the game of how fast we can steer our reality toward love and justice. THANK YOU does…",1,1,0,0.8964,0.896
"10692",10692,"RT @TwoPaddocks: Here's to all those women who marched . And here's to all the ones who couldn't.
Never saw better placards anywhere ! @wom…",1,1,0,0.3253,0.325
"10693",10693,"RT @DarkStream: VIDEO : Trump Supporter Cleans Up After #WomensMarch Protesters TRASH the Environment – Libtards are a cancer https://t.co/…",0,0,1,-0.6369,-0.637
"10694",10694,"RT @RafifJ: If you can't make it to #DC on Jan. 21, you can still find a #WomensMarch near you: https://t.co/cvjXUKuQ5b #solidarity",1,1,0,0.296,0.296
"10695",10695,"thank god! republicans care about the environment now ❤ https://t.co/4tLXd6ErhE",1,1,0,0.906,0.796
"10696",10696,"Sobbing RN...just so glad today happened #WomensMarch ❤💕🤘🏻✊🏻💪🏻💪🏻💕💕💕💕💕💕💕",1,1,0,0.9919,0.176
"10697",10697,"RT @thatsean: Ok I'll say it. I'm in awe of the organization, commitment and passion. Incredible. But wouldn't this have been more effectiv…",1,1,0,0.5267,0.542
"10698",10698,"RT plz @womensmarch https://t.co/wTsx0zmKsr",1,1,0,0.0772,0.077
"10699",10699,"RT @Bennettragan: If we can organize the strength shown today it could be the beginning of a massive political movement and a new era of ac…",1,1,0,0.4939,0.494
"10700",10700,"If these women had voted for Hillary, she would have won..good protest too late #womensmarch",0,0,1,-0.25,-0.25
"10701",10701,"Men of quality do not fear equality. #womensmarch",1,1,0,0.3875,0.388
"10702",10702,"I'm so happy I can call myself a woman and a feminist. I will never stop fighting for equality. NEVER #WomensMarch",1,1,0,0.79,0.79
"10703",10703,"RT @ReaderAdrift: @davebernstein  I need help getting this out before Monday:
https://t.co/opK4cCe6Q7",1,1,0,0.4019,0.402
"10704",10704,"Empathy. Responsibility. That's #WhyIMarch. 
I'll be at the @WomensMarch with @MomsDemand,
JOIN ME &gt;&gt;&gt; https://t.co/S1LGpaceRx  #WomensMarch https://t.co/C8j9md95fQ",1,1,1,0.4466,0.447
"10705",10705,"RT @gingerbums: It's a great day in history when the #WomensMarch overshadows @potus on a global stage 
#NotMyPresident https://t.co/l3QO4n…",1,1,0,0.6249,0.625
"10706",10706,"RT @LaurenBev_: You mean every year since 1974?? #MarchForLife https://t.co/E1WRGjFNVz",0,1,1,0,0
"10707",10707,"The right will attack. I lived the 60's...these people are violent by nature. Prepare yourselves. #resist #Fightback https://t.co/ch0vI9tsDs",1,0,0,-0.7906,-0.791
"10708",10708,"Wow
And 
So beautiful https://t.co/ZOiebrXuSq",1,1,0,0.8399,0.84
"10709",10709,"RT @superdames: Imagine the #womensmarch becomes an annual thing and one day the president marches in it",1,1,0,0,0
"10710",10710,"RT @Speedcomesfirst: https://t.co/z7lnr5cVQd

#WomensMarch #CAIR rep says nothing of no #womenrights in ISLAM!

https://t.co/hD8OoZkhXV
htt…",1,0,0,0.2914,0.291
"10711",10711,"#WomensMarch Life and Family do not touch, Abortion=Murder PROVIDA https://t.co/rhgmTuHF0n",0,0,1,0,0
"10712",10712,"RT @News_Dr252: This awesome #WomensMarch is a reminder that gerrymandering, voter suppression &amp; the Electoral College is responsible for w…",1,0,0,0.8006,0.751
"10713",10713,"The latest Daily CHATA! https://t.co/01aJq4NE4A Thanks to @mcachicago #womensmarch #bewaretheslenderman",1,1,0,0.4926,0.493
"10714",10714,"Truth be here - I am an eye witness. https://t.co/EkLNsUUxVi",1,1,1,0.3182,0.318
"10715",10715,"I especially like the bit where her legal testimony is worth half a man's. It's not misogyny, 'cause it comes from the Quran! Silly humans. https://t.co/CoEw4kIyES",0,0,1,0.6793,0.679
"10716",10716,"Who cares what you say. Go away. https://t.co/0ORmZTJOie",0,0,1,0.4588,0.459
"10717",10717,"#marchforthis #womensmarch Will Madonna and Judd march for these women? https://t.co/xWmoykfG4z",1,0,1,0,0
"10718",10718,"RT @KMMkelcoe: If we build each other up in Love rather than tear down in gossip glee we could change the world. #WomensMarch",1,1,0,0.8271,0.827
"10719",10719,"Out and about with my fellow New Democrats. #ottawavanier #ndp #WomensMarch #ottawa https://t.co/exHH3okKHf",1,1,0,0,0
"10720",10720,"RT @swan_tower: We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https:/…",1,1,0,0,0
"10721",10721,"And there we are—front and center at the #WomensMarch rally, proudly listening to the powerhouse/goddess/voice of light that is @aliciakeys. https://t.co/iGWtrzJ9oe",1,1,0,0.5574,0.557
"10722",10722,"RT @AshaNirmala_: I fucking live for @AmericaFerrera's speech at the #WomensMarch  🙌🏽",1,1,0,0,0
"10723",10723,"@womensmarch I'll be at the Texas capital in Austin! I hope sister marches get some press, too!",1,1,0,0.5399,0.54
"10724",10724,"RT @akajill: Proud to have my US Rep @DorisMatsui, Senators @KamalaHarris &amp; @SenFeinstein participating and supporting the #WomensMarch tod…",1,1,0,0.7184,0.718
"10725",10725,"RT @hellogiggles: .@AzizAnsari honored the #womensmarch in his bold, inspiring @nbcsnl monologue https://t.co/wiZkC2mApz https://t.co/rc3Nx…",1,1,0,0.8481,0.848
"10726",10726,"RT @RossalynWarren: ""Build bridges, not walls."" - the #WomensMarch taking place in Frankfurt today. https://t.co/1F7bxzJyzp",1,1,0,0,0
"10727",10727,"RT @tley1985: Same https://t.co/Y8hmeYpger",1,1,1,0,0
"10728",10728,"RT @Jen_Royle: Ashley Judd: ""Im not as nasty as a man who bathes in Cheeto dust.""  😂#WomensMarch",1,0,0,0.2556,0.445
"10729",10729,"We cannot, I repeat cannot go back to ""he had a dirty knife and a folding table"". @DirtyDancingMov @mike_pence @PPact @womensmarch #feminism",1,0,0,-0.4404,-0.44
"10730",10730,"Damit. Not going to make it to the Melbourne #WomensMarch. Woke up all sore &amp; snotty; made it as far as the bus stop. Just start without me!",1,0,0,-0.4199,-0.611
"10731",10731,"RT @kirstinbimson: The crowd at the #WomensMarch in #Sacramento, more on my website: https://t.co/p91WzTDlFN #WomensMarchSacramento #themar…",1,1,0,0,0
"10732",10732,"RT @jmsinnyc: Marching in solidarity #WomansMarchNYC with my sisters in DC and around the world. #ResistTrump #pussyhatproject #HearOurVoic…",1,1,1,0.296,0.296
"10733",10733,"RT @rolandsmartin: ""Get Up Stand Up"" by Bob Marley and The Wailers #WomensMarch #MoralResistance #NoFear #FreedomSongs #StandYourGround",1,1,0,0,0
"10734",10734,"RT @teganandsara: Agreed! https://t.co/fGisblIrIP",1,1,1,0.3382,0.338
"10735",10735,"The @RedCross has brought blankets in for us as we wait for a horrendously delayed bus #wmwcanada #WomensMarch",1,0,1,-0.5859,-0.586
"10736",10736,"RT @shaig: if you can't make it to DC for the Women's March on Saturday, there are going to be regional marches https://t.co/33gmn52I5X",1,1,0,0,0
"10737",10737,"RT @aliciakearns: Why it is time to take courage beyond the March #WomensMarch https://t.co/HPTSzn34B9",1,1,1,0.4939,0.494
"10738",10738,"RT @nakisnakis: America cannot be great without me, you, and all of us who are here today. --@TamikaDMallory #WomensMarch",1,1,0,-0.5096,-0.51
"10739",10739,"I'm see a lot of backlash about the whole #womensmarch people talking about abortions and what rights don't you have as American women? ;",0,0,1,0,0
"10740",10740,"RT @KurtSchlichter: Ew. To both. https://t.co/F3HimME5CD",1,1,0,0,0
"10741",10741,"9. You're not the punchline of ableist jokes. #AbleBodiedPrivilege",1,0,1,0.25,0.25
"10742",10742,"#marchonaustin #womensmarch @ Texas State Capitol https://t.co/gjnUjaPPbR",1,1,0,0,0
"10743",10743,"RT @Bernlennials: Discussing what is stake for all kinds of women during the new administration https://t.co/0FMCubj0Sb",1,1,1,0,0
"10744",10744,"RT @claranellist: More photos from today's #WomensMarchGeneva. These were from the rally before the march. #WMGlobal #WomensMarch https://t…",1,1,0,0,0
"10745",10745,"What cause is the #WomensMarch in aid of?! Will please someone enlighten me?",1,1,0,0.7393,0.739
"10746",10746,"RT @T_I_T_A_N_I_UM: https://t.co/Z0oDoa5b8l

Organizer For DC Women’s March, Linda Sarsour Is Pro Sharia Law with Ties To Hamas

#WomensMar…",1,0,0,0,0
"10747",10747,"@aliciakeys is on 🔥🔥🔥
#WomensMarch",1,1,0,-0.7351,0
"10748",10748,"""Is the blood stain on my jeans really more embarrassing than the thinning of your hair!"" A Judd EPIC
https://t.co/cDkxSqO97Y  #WomensMarch",1,0,0,-0.5367,-0.537
"10749",10749,"RT niniwonderland: I did a post on women's rights and #whyIMarch if you wanna go look https://t.co/Wr5fryzPVk FemaleBloggerRT 
#womensrigh…",1,1,0,0,0
"10750",10750,"It is pretty amazing to see around 3 million people around the world to stand together and fight #ClarkJOUR101 https://t.co/IoID47zUOu",1,1,1,0.6597,0.66
"10751",10751,"RT @WebsterGTarpley: #CNN's #Cooper using dispute about #Inauguration crowd size to dodge discussion of millions of marchers demanding righ…",1,0,0,-0.5574,-0.557
"10752",10752,"Yes! Yes! Standing with you! #staystrong https://t.co/7SNa5P6Nwp",1,1,0,0.7412,0.741
"10753",10753,"RT @muerko: Headlines tomorrow better shout (in type much bigger than today's) ""Size and Scale of #WomensMarch Far Surpasses Inauguration"".",1,1,0,0.4404,0.44
"10754",10754,"What's sad is that a truly inclusive @womensmarch, that didn't segregate along political divides, would be pretty epic.",0,0,1,0.4588,0.459
"10755",10755,"Don't get comfortable @realDonaldTrump. Your time is limited. #theresistance #trumpleaks #WomensMarch #inaug2017 https://t.co/ig7UzWXxC7",1,0,0,-0.5577,-0.558
"10756",10756,"#pussyhat knit in 3 hours, 2 b worn by @Ditaguy at the #womensmarch Toronto tomorrow. We’ll be a family of pussyhats https://t.co/kpeDiMIIAO",1,1,0,-0.296,-0.296
"10757",10757,"RT @womensmarch: Voting restrictions still exist, but by different names: Voter ID laws, absence of polling places on reservations, felony…",1,0,0,0,-0.696
"10758",10758,"RT @_GreatUnwashed: Pictures From Women’s Marches Around the World https://t.co/m2oTQGC7iB #WomensMarch https://t.co/JrVDdk6LTZ",1,1,0,0,0
"10759",10759,".@girlscouts my girl scout will be marching in the #WomensMarch",1,1,1,0,0
"10760",10760,"Saw so many ""We shall overcomb"" signs at the #WomensMarch, but how many people know then rest of the words or the origin?",1,1,0,0,0
"10761",10761,"Running scared #AbsurdityHasItsLimitsSuprisingly https://t.co/vfpRVho91G",1,0,0,-0.4404,-0.44
"10762",10762,"RT @MattOrtega: Philadelphia out in huge numbers. https://t.co/bwgzMYVVnn",1,1,0,0.3182,0.318
"10763",10763,"Who are the proud parents of thes two losers? #beyondstupid https://t.co/KfWb3Qjj87",0,0,1,-0.0772,-0.077
"10764",10764,"Looks very pussy.. https://t.co/J6IHDN1z9R",1,1,0,0,0
"10765",10765,"Just got chills seeing Maryum Ali start to speak at #WomensMarch. Mohammed Ali would be proud!",1,1,0,0.5255,0.525
"10766",10766,"Top Trends New Zealand-Jan23 13:08 NZDT
Ratana
#eqnz
#alternativefacts
#WomensMarch
#TEDxScottBase
#fordtrophy

https://t.co/xJcNBvBFqg",1,1,0,0.2023,0.202
"10767",10767,"#HereToStay Immigrants make America Great https://t.co/hXxQkUDavc",1,0,0,0.6249,0.625
"10768",10768,"RT @KamalaHarris: #IMarchFor the women who are being silenced for their right to choose and access to comprehensive reproductive health car…",1,0,0,0.25,0.25
"10769",10769,"@AlexandraFox5DC @fox5dc @POTUS @womensmarch @realDonaldTrump  here is Madonna your role model demanding for woman's respect to all woman. https://t.co/f9z08LgLO6",0,0,1,0.296,0.296
"10770",10770,"Excited to be marching in the #AtlantaMarch in solidarity with all the sister marches around the world. Around the world, guys. @womensmarch",1,1,0,0.5574,0.557
"10771",10771,"Wishing I was in D.C. today♥️
#WomensMarch",1,0,1,0.7269,0.226
"10772",10772,"RT @swifttaylor060: So much love, pride, and respect for those who marched. I'm proud to be a woman today, and every day.  @fans02784342 
#…",1,1,0,0.9238,0.924
